Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link
70sqm 2 bedroom unit @26k/month! (preselling by DMCI Homes) near CUBAO QC,"Project 4, Quezon City",Condominium,"Condominium,double-bedroom",None,70,None,2,1,121.0684072,14.62837608,The Oriana,8000000,https://www.lamudi.com.ph/70sqm-2-bedroom-unit-26k-month-preselling-by-dmci-homes-near-cubao-qc.html
"2-Storey Single Detached For Sale in Lipa, Batangas","Inosloban, Lipa",House,"House,single-family-house",100,63,None,3,2,121.1701226,13.9775271,None,7011252,https://www.lamudi.com.ph/2-storey-single-detached-for-sale-in-lipa-batangas.html
For Sale Fully Renovated 1 Bedroom with balcony in Malate near Robinsons Manila,"Malate, Manila",Condominium,"Condominium,single-bedroom",None,32.62,None,1,1,120.991585,14.570199,Bay Area Suites,4800000,https://www.lamudi.com.ph/for-sale-fully-renovated-1-bedroom-with-balcony-in-malate-near-robinsons-manila.html
House and Lot for Sale at The Villas Havila,"Dolores, Taytay",House,"House,single-family-house",148,250,None,3,2,121.148117,14.573461,None,12000000,https://www.lamudi.com.ph/house-and-lot-for-sale-at-the-villas-havila.html
Gaia (Single Detached Unit) (RFO) 3 Bedroom,"San Agustin I, Dasmarinas",House,"House,single-family-house",100,63,1,3,2,120.944111,14.304975,None,6481774.47,https://www.lamudi.com.ph/gaia-single-detached-unit-rfo-3-bedroom.html
ARIA - 2 Storey Townhouse (RFO) 2 bedroom for sale,"San Agustin I, Dasmarinas",House,"House,townhouse",60,42,1,2,1,120.944111,14.304975,None,2348623,https://www.lamudi.com.ph/aria-2-storey-townhouse-rfo-2-bedroom-for-sale.html
"Rent to Own Quezon City Condo 2BR.14,500 a mo. Near SM Fairview","Novaliches, Quezon City",Condominium,"Condominium,double-bedroom",None,33.09,None,2,1,121.047022,14.72740022,San Benissa Garden Villas,1500000,https://www.lamudi.com.ph/rent-to-own-quezon-city-condo-2br-14-500-a-mo-near-sm-fairview.html
"Prime Residential Corner Lot near Panglao Airport, Tangnan",Dauis,Land,"Land,residential-lot",4858,None,None,None,None,123.8370338,9.6112096,None,48580000,https://www.lamudi.com.ph/prime-residential-corner-lot-near-panglao-airport-tangnan.html
Pre-Selling Modern 3 Storey House & Lot for Sale in Pilar Village Las Pinas City,"Pilar, Las Pinas",House,"House,townhouse",105.11,216,2,5,3,121.0080137,14.417168,None,10758000,https://www.lamudi.com.ph/pre-selling-modern-3-storey-house-lot-for-sale-in-pilar-village-las-pinas-city.html
"For Sale Newly Renovated House & Lot In BF Homes , Paranaque City","B.F. Homes, Paranaque",House,"House,single-family-house",301,250,2,4,3,121.0245799,14.4521766,None,17000000,https://www.lamudi.com.ph/for-sale-newly-renovated-house-lot-in-bf-homes-paranaque-city-3.html
Blue Ridge A Corner Lot for Sale in Quezon City  with Old house C5 Road,"Blue Ridge A, Quezon City",Land,"Land,commercial-lot",1075.5,None,None,None,None,121.07328,14.618791,None,215000000,https://www.lamudi.com.ph/blue-ridge-a-corner-lot-for-sale-in-quezon-city-wi-165831364742.html
Cebu house and lot for sale 700 sqm at the heart of Bogo City 2.5M,Bogo,House,"House,single-family-house",700,67,None,2,1,124.2756038,11.3597172,None,2500000,https://www.lamudi.com.ph/cebu-house-and-lot-for-sale-700-sqm-at-the-heart-of-bogo-city-2-5m.html
"Modern Brand New House with Pool For Sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",House,"House,single-family-house",748,800,None,6,6,121.022321,14.405874,None,240000000,https://www.lamudi.com.ph/brand-new-house-with-pool-for-sale-in-ayala-alabang.html
Dream House Mountain and Secluded Environment for sale in Baguio,"Pinsao Proper, Baguio",House,"House,single-family-house",300,200,None,3,3,120.577789,16.43509,None,21000000,https://www.lamudi.com.ph/dream-house-mountain-and-secluded-environment-for-165850450264.html
3 Bedroom Townhouse near Establishments in the boundary of Marikina and Antipolo,"Cupang, Antipolo",House,"House,townhouse",60,106,None,3,2,121.171092,14.644339,None,6777340.5,https://www.lamudi.com.ph/3-bedroom-townhouse-near-establishments-in-the-boundary-of-marikina-and-antipolo.html
"Pre-Selling Elegant Single Family Home near SM Masinag (Corner Lot), Antipolo","Mayamot, Antipolo",House,"House,single-family-house",210,315,2,4,4,121.141432,14.611857,None,26000000,https://www.lamudi.com.ph/pre-selling-elegant-single-family-home-near-sm-mas-165846257540.html
Rush Sale 2BR Condo 60k Down Rent To Own San Juan Greenhills Xavier Ortigas,"Greenhills, San Juan",Condominium,"Condominium,double-bedroom",None,30,None,2,1,121.0468908,14.6011932,Little Baguio Terraces,4408655,https://www.lamudi.com.ph/rush-sale-2br-condo-60k-down-rent-to-own-san-juan-greenhills-xavier-ortigas.html
Promo Sale 2BR Condo 9k Mo. 5% DP Rent To Own San Juan Greenhills Xavier Ortigas,"Ermitano, San Juan",Condominium,"Condominium,double-bedroom",None,30,None,2,1,121.02987,14.611702,Little Baguio Terraces,4408659,https://www.lamudi.com.ph/promo-sale-2br-condo-9k-mo-5-dp-rent-to-own-san-juan-greenhills-xavier-ortigas.html
4 Bedrooms House and Lot for Sale in Dumaguete City,"Cantil-E, Dumaguete",House,"House,single-family-house",546,200,2,4,2,123.2701864,9.2819331,None,10500000,https://www.lamudi.com.ph/4-bedrooms-house-and-lot-for-sale-in-dumaguete-city.html
Forbes Estate Lot for Sale in Lipa,"San Jose, Lipa",Land,"Land,residential-lot",500,None,None,None,None,121.189377,13.933976,None,10000000,https://www.lamudi.com.ph/forbes-estate-lot-for-sale-in-lipa.html
The Sapphire Bloc in Ortigas,"Ortigas CBD, Pasig",Condominium,"Condominium,single-bedroom",None,36,None,1,1,121.0628528,14.58823878,The Sapphire Bloc,10390000,https://www.lamudi.com.ph/the-sapphire-bloc-in-ortigas.html
"Brand New Commercial/Residential 4Storey Building for Sale in Novaliches, QC!","Novaliches, Quezon City",Commercial,"Commercial,building",400,1700,None,None,None,121.0521,14.7214,None,110000000,https://www.lamudi.com.ph/brand-new-commercial-residential-4storey-building-for-sale-in-novaliches-qc.html
For Sale Condo in Makati City Proscenium at Rockwell Center,"San Lorenzo, Makati",Condominium,"Condominium,double-bedroom",None,194,2,2,3,121.019175,14.550759,Proscenium Residences,85000000,https://www.lamudi.com.ph/fully-furnished-2-bedroom-condo-for-sale-in-makati-city-proscenium-residences.html
"Rush Sale! Condo for Sale in Proscenium Residences, Makati City","Rockwell, Makati",Condominium,"Condominium,double-bedroom",None,194,2,2,3,121.036339,14.562949,Proscenium at Rockwell,85000000,https://www.lamudi.com.ph/interior-decorated-2-bedroom-condo-for-sale-in-pro-165905894473.html
"Preselling: 1 Bedroom Unit at Cirrus Residences Bridgetowne East, Rosario, Pasig","Rosario, Pasig",Condominium,"Condominium,single-bedroom",None,24,None,1,1,121.089097,14.588464,Cirrus Residences,5600000,https://www.lamudi.com.ph/preselling-1-bedroom-unit-at-cirrus-residences-bri-165977948291.html
"Fully Furnished 2 Bedroom Condo for Sale in Arbor Lanes, Arca South-Taguig City","Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,176,2,2,2,121.050318,14.540867,Arbor Lanes,42000000,https://www.lamudi.com.ph/fully-furnished-2-bedroom-condo-for-sale-in-arbor-lanes-arca-south-taguig-city.html
"Arbor Lanes 2 Bedroom Condo for Sale in Taguig City, Arca South Nr. BGC","Western Bicutan, Taguig",Condominium,"Condominium,double-bedroom",None,176,2,2,2,121.036376,14.517219,Arbor Lanes,42000000,https://www.lamudi.com.ph/arbor-lanes-2-bedroom-condo-for-sale-in-arca-south-taguig-city-nr-bgc.html
BF Homes House and Lot for Sale in Paranaque City at BF West Executive Village,"B.F. Homes, Paranaque",House,"House,single-family-house",408,380,6,5,5,121.0245799,14.4521766,None,29000000,https://www.lamudi.com.ph/bf-homes-house-and-lot-for-sale-in-para-aque-city-165916404475.html
"Good Buy! 2 Prime Vacant Lots For Sale in Ayala Heights,Quezon City Near Batasan","Matandang Balara, Quezon City",Land,"Land,residential-lot",450,None,None,None,None,121.082236,14.665648,None,81000000,https://www.lamudi.com.ph/good-buy-2-prime-vacant-lots-for-sale-in-ayala-heights-quezon-city-near-batasan.html
"Preselling: 24 sqm, 1 Bedroom Unit at SYNC Towers in Brgy. Bagong Ilog, Pasig","Bagong Ilog, Pasig",Condominium,"Condominium,single-bedroom",None,24,None,1,1,121.06934,14.565391,SYNC Towers,3800000,https://www.lamudi.com.ph/preselling-24-sqm-1-bedroom-unit-at-sync-towers-in-165977941933.html
"Varsity Hills Village, Loyola Heights Quezon City House for Sale","Loyola Heights, Quezon City",House,"House,single-family-house",800,450,None,4,2,121.076504,14.640624,None,98000000,https://www.lamudi.com.ph/varsity-hills-village-loyola-heights-quezon-city-house-for-sale.html
"Mckinley West Village Ultra Prime Vacant Lot for Sale in Mckinley Hill, Taguig","Fort Bonifacio, Taguig",Land,"Land,residential-lot",188,None,None,None,None,121.050318,14.540867,None,63000000,https://www.lamudi.com.ph/mckinley-west-village-ultra-prime-vacant-lot-for-sale-in-mckinley-hill-taguig.html
300 Sqm Farm Lot for Sale In Esperanza Alfonzo near Metro Tagaytay,"Esperanza Ibaba, Alfonso",Land,"Land,agricutural-lot",300,None,None,None,None,120.8699309,14.1231888,None,1200000,https://www.lamudi.com.ph/300-sqm-farm-lot-for-sale-in-esperanza-alfonzo-near-metro-tagaytay.html
For Sale 3 Bedroom Contemporary Minimalist Townhouse with 2 car garage,"Greenhills, San Juan",House,"House,townhouse",0,183,None,3,3,121.0468908,14.6011932,None,25000000,https://www.lamudi.com.ph/for-sale-3-bedroom-contemporary-minimalist-townhouse-with-2-car-garage.html
"For Sale 1,188 sqm Lot with One Storey Warehouse in Pasig","Santo Tomas, Pasig",Commercial,"Commercial,warehouse",1188,1032,None,None,None,121.082952,14.561455,None,106920000,https://www.lamudi.com.ph/for-sale-1-188-sqm-lot-with-one-storey-warehouse-i-165960439368.html
"For Sale 4-BR Single Attached House in Sanja Mayor, Tanza, Cavite","Sanja Mayor, Tanza",House,"House,townhouse",125,130,2,4,3,120.853749,14.37246,None,9031590,https://www.lamudi.com.ph/for-sale-4-br-single-attached-house-in-sanja-mayor-tanza-cavite.html
3-BR House and Lot for Sale in Avida Verra Settings Vermosa Imus Cavite,"Pasong Buaya II, Imus",House,"House,single-family-house",148,65,None,3,2,120.9677447,14.3830634,None,8577000,https://www.lamudi.com.ph/3-br-house-and-lot-for-sale-in-avida-verra-settings-vermosa-imus-cavite.html
Spectacular Country-Side House-  IT's YOUR DREAM HOME!!!,"Taloy Sur, Tuba",House,"House,single-family-house",1517,700,None,5,5,120.520579,16.365107,None,45000000,https://www.lamudi.com.ph/spectacular-country-side-house-its-your-dream-home.html
Brandnew Lot with House with Quality Finishing for Sale,"Camp 7, Baguio",Land,"Land,residential-lot",77,None,None,None,None,120.600513,16.381866,None,7000000,https://www.lamudi.com.ph/brandnew-lot-with-house-with-quality-finishing-for-16597800445.html
Avail Buyer's Promo for July2022-Eliana 3BR Single Detached,"Biclatan, General Trias",House,"House,single-family-house",100,90,None,3,2,120.918211,14.2814,None,5221009.5,https://www.lamudi.com.ph/avail-buyers-promo-for-july2022-eliana-3br-single-detached.html
"Fully furnished 5 Bedroom House for Sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",House,"House,single-family-house",762,1300,None,5,4,121.022321,14.405874,None,400000000,https://www.lamudi.com.ph/fully-furnished-5-bedroom-house-for-sale-in-ayala-alabang-village-muntinlupa.html
"Prime Commercial 2,783 sqm. Sangandaan Caloocan property","A. Mabini, Caloocan",Commercial,"Commercial,retail",2783,0,None,None,None,120.9712342,14.6480796,None,260000000,https://www.lamudi.com.ph/prime-commercial-2-783-sqm-sangandaan-caloocan-property.html
"High End 2 Bedroom 2BR Condo for Sale in Makati City, Proscenium at Rockwell","Rockwell, Makati",Condominium,"Condominium,double-bedroom",None,194,None,2,3,121.036339,14.562949,Proscenium Residences,85000000,https://www.lamudi.com.ph/high-end-2-bedroom-2br-condo-for-sale-in-makati-city-proscenium-at-rockwell.html
Proscenium Rockwell Condominium Unit for Sale in Makati City,"Rockwell, Makati",Condominium,"Condominium,double-bedroom",None,194,None,2,3,121.036339,14.562949,Proscenium Residences,85000000,https://www.lamudi.com.ph/proscenium-rockwell-condominium-unit-for-sale-in-m-165871219927.html
Test2 listing for Teams,Balanga,Condominium,"Condominium,dormitory",None,None,None,2,None,120.5300237,14.6754546,None,20000000,https://www.lamudi.com.ph/test2-listing-for-teams-67.html
Pacific Plaza Tower BGC 3 Bedroom For Sale High Floor,"Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",None,298,None,3,3,121.0450671,14.54758485,Pacific Plaza Towers PPT BGC ,85000000,https://www.lamudi.com.ph/pacific-plaza-tower-bgc-3-bedroom-for-sale-high-floor.html
"Fully furnished 3 Bedroom 3BR Condo for Sale BGC, Taguig ,Grand Hyatt Residences","Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",None,300,None,3,2,121.050318,14.540867,Grand Hyatt Residences,137000000,https://www.lamudi.com.ph/fully-furnished-3-bedroom-3br-condo-for-sale-bgc-taguig-grand-hyatt-residences.html
"Single Detached Located at Cerise Avida Village Nuvali, Calamba","Canlubang, Calamba",House,"House,single-family-house",127,60,None,2,1,121.0533622,14.1857173,None,4200000,https://www.lamudi.com.ph/single-detached-located-at-cerise-avida-village-nuvali-calamba.html
"2 bedrooms complete finished in San Ignacio, San Pablo, Laguna","San Ignacio, San Pablo",House,"House,townhouse",65,40,None,2,1,121.3477927,14.0568397,None,2200000,https://www.lamudi.com.ph/2-bedrooms-complete-finished-in-san-ignacio-san-pablo-laguna.html
3 Bedrooms Single Attached House and Lot For Sale in San Pedro near Southwoods,"San Vicente, San Pedro",House,"House,single-family-house",81,67,1,3,2,121.0535937,14.3494688,None,4530953,https://www.lamudi.com.ph/3-bedrooms-single-attached-rfo-house-and-lot-for-s-165995077299.html
Stylish Condo Unit in Aurora Boulevard 1 bedroom for sale,"Kaunlaran, Quezon City",Condominium,"Condominium,single-bedroom",None,40,None,1,1,121.0393804,14.61413704,The Magnolia Residences,6200000,https://www.lamudi.com.ph/stylish-condo-unit-in-aurora-boulevard-1-bedroom-for-sale.html
2 Bedroom Condominium unit with Balcony for sale in Lapu-Lapu,"Marigondon, Lapu-Lapu",Condominium,"Condominium,double-bedroom",None,60.5,10,2,1,123.976546,10.27632,Saekyung Village 1,3300000,https://www.lamudi.com.ph/2-bedroom-condominium-unit-with-balcony-for-sale-in-lapu-lapu.html
Lucky View Overlooking Seafront Lot Property for sale in Puerto Princesa,"Barangay Ng Mga Mangingisda, Puerto Princesa",Land,"Land,beach-lot",11532,None,None,None,None,118.7383,9.662,None,28830000,https://www.lamudi.com.ph/lucky-view-overlooking-seafront-lot-property-for-sale-in-puerto-princesa.html
"Modern Design and Quality House For Sale in Lipa City, Batangas","Antipolo del Norte, Lipa",House,"House,single-family-house",115,100,1,3,2,121.168861,13.927,None,6554300,https://www.lamudi.com.ph/modern-design-and-quality-house-for-sale-in-lipa-city-batangas.html
Studio Condominium unit for sale in Woodsville Crest By Robinson land corp,"Merville, Paranaque",Condominium,"Condominium,studio",None,37,None,1,1,121.025633,14.499387,Woodsville crest,4702995,https://www.lamudi.com.ph/studio-condominium-unit-for-sale-in-woodsville-crest-by-robinson-land-corp.html
"5% DP Move In ,2 Bedrooms w/ Free Parking for Sale at The Olive Place","Shaw Boulevard, Mandaluyong",Condominium,"Condominium,double-bedroom",None,69,1,2,2,121.038526,14.59383,The Olive Place,10288735,https://www.lamudi.com.ph/5-dp-move-in-2-bedrooms-w-free-parking-for-sale-at-165851474685.html
Patio Madrigal | 1-BR w/ Balcony Unit for Sale in Roxas Boulevard Pasay near MOA,"Macapagal Boulevard, Pasay",Condominium,"Condominium,single-bedroom",None,40,None,1,1,120.9882448,14.5417392,Patio Madrigal,13228000,https://www.lamudi.com.ph/patio-madrigal-1-br-w-balcony-unit-for-sale-in-rox-165881445740.html
"For Sale 2 Bedroom Unit at Urban Deca Homes Banilad, Mandaue","Banilad, Mandaue",Condominium,"Condominium,double-bedroom",None,30.6,10,2,1,123.9189242,10.33976396,Urban Deca Homes Banilad ,3100000,https://www.lamudi.com.ph/for-sale-2-bedroom-unit-at-urban-deca-homes-banilad-mandaue.html
For Sale: Tuscany Private Estate 3-Bedroom Condo in McKinley Hill Taguig,"McKinley Hill, Taguig",Condominium,"Condominium,3-bedroom",None,131,1,3,2,121.0553,14.53712,Tuscany Private Estate,26000000,https://www.lamudi.com.ph/for-sale-tuscany-private-estate-3-bedroom-condo-in-mckinley-hill-taguig.html
"RFO 2 Bedrooms Condo, Free Parking at The Olive Place, Mandaluyong","Shaw Boulevard, Mandaluyong",Condominium,"Condominium,double-bedroom",None,73,1,2,2,121.038526,14.59383,The Olive Place,10924215,https://www.lamudi.com.ph/rfo-2-bedrooms-condo-free-parking-at-the-olive-pla-165851442842.html
Tektite (West Tower) with 1 Parking slot - Newly Renovated!,"Ortigas Avenue, Pasig",Commercial,"Commercial,offices",0,108,None,None,None,121.081755,14.590053,None,17900000,https://www.lamudi.com.ph/tektite-west-tower-with-1-parking-slot-newly-renovated.html
"Preselling 3 Bedroom House in Modena Residences, Mabalacat, Pampanga","Mabiga, Mabalacat",House,"House,single-family-house",100,80.2,1,3,3,120.5963443,15.2092922,None,2600000,https://www.lamudi.com.ph/3-bedroom-house-for-sale-soon-in-mabalacat-clark-p-165997316773.html
Fully Furnished House And Lot in Lapu-Lapu City For Sale,"Basak, Lapu-Lapu",House,"House,townhouse",40,54,None,2,2,123.964519,10.291595,None,2700000,https://www.lamudi.com.ph/fully-furnished-house-and-lot-in-lapu-lapu-city-for-sale.html
For Sale Never Been Used-Brand New W/Unobstructed View Fully Furnished,"San Antonio, Makati",Condominium,"Condominium,single-bedroom",None,26.7,None,1,1,121.0145348,14.56334598,Air Residences,6850000,https://www.lamudi.com.ph/unobstructed-view-fully-furnished-brand-new.html
